     **********************************************************
                                     位移输出文件
     **********************************************************

     采用强制刚性楼板假定模型计算结果
     单位    : mm

     Floor   : 层号
     Tower   : 塔号
     Jmax    : 最大位移对应的节点号
     JmaxD   : 最大层间位移对应的节点号
     Max-(Z) : Z方向的节点最大位移
     h       : 层高
     Max-(X)，Max-(Y)   : X,Y方向的节点最大位移
     Ave-(X)，Ave-(Y)   : X,Y方向的层平均位移
     Max-Dx ，Max-Dy    : X,Y方向的最大层间位移
     Ave-Dx ，Ave-Dy    : X,Y方向的平均层间位移
     Ratio-(X),Ratio-(Y): 最大位移与层平均位移的比值
     Ratio-Dx,Ratio-Dy  : 最大层间位移与平均层间位移的比值
     Max-Dx/h，Max-Dy/h : X,Y方向的最大层间位移角
     DxR/Dx,DyR/Dy      : X,Y方向的有害位移角占总位移角的百分比例
     Ratio_AX,Ratio_AY  : 本层位移角与上层位移角的1.3倍及上三层平均位移角的1.2倍的比值的大者
     X-Disp，Y-Disp，Z-Disp:节点X,Y,Z方向的位移

  === 工况19 === X 方向地震作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(X)   Ave-(X)        h
                  JmaxD    Max-Dx    Ave-Dx     Max-Dx/h    DxR/Dx    Ratio_AX

   43     1    43000052    143.88   143.07        1.01         4500
               43000067      4.11     4.09        1.01
   42     1    42000056    139.82   138.99        1.01         4500
               42000064      4.17     4.15        1.01
   41     1    41000059    135.70   134.84        1.01         4500
               41000060      4.19     4.17        1.01
   40     1    40000062    131.56   130.67        1.01         4500
               40000083      4.23     4.21        1.00
   39     1    39000055    127.36   126.46        1.01         4500
               39000063      4.27     4.25        1.00
   38     1    38000062    123.12   122.20        1.01         4500
               38000073      4.28     4.27        1.00
   37     1    37000062    118.86   117.93        1.01         4500
               37000063      4.28     4.28        1.00
   36     1    36000061    114.60   113.66        1.01         5100
               36000072      4.88     4.87        1.00
   35     1    35000062    109.73   108.78        1.01         4500
               35000083      4.31     4.31        1.00
   34     1    34000133    105.43   104.47        1.01         4500
               34000019      4.33     4.33        1.00
   33     1    33000061    101.11   100.15        1.01         4500
               33000072      4.33     4.32        1.00
   32     1    32000020     96.79    95.82        1.01         4500
               32000142      4.31     4.30        1.00
   31     1    31000071     92.50    91.53        1.01         4500
               31000072      4.26     4.26        1.00
   30     1    30000139     88.25    87.27        1.01         4500
               30000021      4.20     4.19        1.00
   29     1    29000072     84.07    83.08        1.01         4500
               29000083      4.08     4.07        1.00
   28     1    28000014     80.02    79.02        1.01         4500
               28000128      4.04     4.02        1.00
   27     1    27000072     76.01    74.99        1.01         4500
               27000083      4.00     3.99        1.00
   26     1    26000014     72.04    71.01        1.01         4500
               26000015      3.96     3.95        1.00
   25     1    25000062     68.10    67.06        1.02         4500
               25000073      3.92     3.91        1.00
   24     1    24000014     64.20    63.15        1.02         4500
               24000015      3.87     3.87        1.00
   23     1    23000074     60.34    59.28        1.02         5100
               23000083      4.39     4.38        1.00
   22     1    22000073     55.96    54.90        1.02         4500
               22000074      3.79     3.79        1.00
   21     1    21000072     52.19    51.11        1.02         4500
               21000073      3.75     3.74        1.00
   20     1    20000132     48.46    47.37        1.02         4500
               20000135      3.69     3.68        1.00
   19     1    19000072     44.79    43.70        1.03         4500
               19000073      3.61     3.61        1.00
   18     1    18000132     41.19    40.09        1.03         4500
               18000135      3.51     3.51        1.00
   17     1    17000062     37.69    36.58        1.03         4500
               17000072      3.40     3.40        1.00
   16     1    16000017     34.28    33.19        1.03         4500
               16000017      3.33     3.32        1.00
   15     1    15000072     30.95    29.86        1.04         4500
               15000062      3.26     3.25        1.00
   14     1    14000134     27.69    26.62        1.04         4500
               14000134      3.18     3.16        1.01
   13     1    13000072     24.51    23.46        1.04         4500
               13000072      3.09     3.06        1.01
   12     1    12000134     21.42    20.40        1.05         4500
               12000134      2.98     2.93        1.02
   11     1    11000014     18.44    17.47        1.06         4500
               11000014      2.85     2.79        1.02
   10     1    10000052     15.59    14.68        1.06         6300
               10000055      3.96     3.82        1.04
    9     1     9000158     11.63    10.13        1.15         6000
                9000148      3.67     3.20        1.15
    8     1     8000161      7.96     6.93        1.15         6000
                8000161      3.34     2.93        1.14
    7     1     7000169      4.62     4.00        1.16         6000
                7000169      2.82     2.45        1.15
    6     1     6000089      1.73     1.51        1.14         5950
                6000089      1.73     1.51        1.15
    5     1     5000587      0.04     0.02        1.00         6000
                5000587      0.04     0.02        1.00
    4     1     4000202      0.01     0.00        1.00         6800
                4000202      0.01     0.00        1.00
    3     1     3000450      0.00     0.00        1.00         3800
                3000479      0.00     0.00        1.00
    2     1     2000329      0.00     0.00        1.00         3600
                2000285      0.00     0.00        1.00
    1     1     1000351      0.00     0.00        1.00         3600
                1000351      0.00     0.00        1.00

  X方向最大位移与层平均位移的比值：  1.16  (7层1塔)
  X方向最大层间位移与平均层间位移的比值：  1.44  (53层1塔)

  === 工况9 === X+ 偶然偏心规定水平力作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(X)   Ave-(X)    Ratio-(X)       h
                  JmaxD    Max-Dx    Ave-Dx     Ratio-Dx         

   54     1    54000014    184.91   182.47        1.01         4000
               54000014      3.14     3.09        1.01
   53     1    53000063    195.40   184.03        1.06         4500
               53000067      5.59     3.88        1.44
   52     1    52000056    189.43   178.23        1.06         4500
               52000053      3.83     3.60        1.06
   51     1    51000078    185.61   174.63        1.06         4500
               51000078      3.80     3.59        1.06
   50     1    50000070    181.81   171.04        1.06         4500
               50000070      3.91     3.69        1.06
   49     1    49000070    177.90   167.35        1.06         4500
               49000070      4.04     3.80        1.06
   48     1    48000057    173.85   163.55        1.06         4500
               48000057      4.16     3.90        1.07
   47     1    47000070    169.69   159.64        1.06         4500
               47000080      4.26     3.98        1.07
   46     1    46000057    165.43   155.66        1.06         4500
               46000064      4.33     4.05        1.07
   45     1    45000072    161.10   151.61        1.06         5100
               45000082      4.94     4.61        1.07
   44     1    44000074    156.16   147.01        1.06         4500
               44000074      4.36     4.08        1.07
   43     1    43000060    151.80   142.93        1.06         4500
               43000060      4.37     4.09        1.07
   42     1    42000071    147.43   138.84        1.06         4500
               42000071      4.44     4.15        1.07
   41     1    41000060    142.99   134.69        1.06         4500
               41000060      4.46     4.17        1.07
   40     1    40000083    138.53   130.52        1.06         4500
               40000083      4.50     4.22        1.07
   39     1    39000070    134.02   126.31        1.06         4500
               39000063      4.54     4.25        1.07
   38     1    38000083    129.48   122.05        1.06         4500
               38000073      4.56     4.27        1.07
   37     1    37000063    124.92   117.78        1.06         4500
               37000063      4.57     4.28        1.07
   36     1    36000081    120.36   113.51        1.06         5100
               36000081      5.20     4.87        1.07
   35     1    35000083    115.15   108.63        1.06         4500
               35000073      4.60     4.31        1.07
   34     1    34000019    110.55   104.32        1.06         4500
               34000019      4.62     4.33        1.07
   33     1    33000082    105.93   100.00        1.06         4500
               33000072      4.62     4.32        1.07
   32     1    32000021    101.31    95.67        1.06         4500
               32000021      4.60     4.30        1.07
   31     1    31000082     96.71    91.38        1.06         4500
               31000082      4.56     4.26        1.07
   30     1    30000142     92.15    87.12        1.06         4500
               30000142      4.49     4.19        1.07
   29     1    29000073     87.66    82.93        1.06         4500
               29000083      4.36     4.07        1.07
   28     1    28000128     83.29    78.87        1.06         4500
               28000015      4.32     4.02        1.07
   27     1    27000073     78.97    74.84        1.06         4500
               27000083      4.28     3.99        1.07
   26     1    26000128     74.69    70.86        1.05         4500
               26000128      4.24     3.95        1.07
   25     1    25000073     70.46    66.91        1.05         4500
               25000083      4.19     3.91        1.07
   24     1    24000015     66.26    63.00        1.05         4500
               24000015      4.13     3.87        1.07
   23     1    23000083     62.13    59.13        1.05         5100
               23000083      4.66     4.38        1.06
   22     1    22000084     57.47    54.75        1.05         4500
               22000074      4.03     3.78        1.07
   21     1    21000083     53.44    50.96        1.05         4500
               21000083      3.99     3.74        1.07
   20     1    20000016     49.45    47.23        1.05         4500
               20000135      3.93     3.68        1.07
   19     1    19000073     45.52    43.55        1.05         4500
               19000073      3.86     3.61        1.07
   18     1    18000135     41.66    39.94        1.04         4500
               18000135      3.75     3.51        1.07
   17     1    17000073     37.91    36.44        1.04         4500
               17000083      3.63     3.40        1.07
   16     1    16000018     34.29    33.04        1.04         4500
               16000137      3.54     3.32        1.07
   15     1    15000073     30.74    29.72        1.03         4500
               15000073      3.46     3.24        1.07
   14     1    14000137     27.29    26.47        1.03         4500
               14000018      3.36     3.16        1.06
   13     1    13000073     23.93    23.32        1.03         4500
               13000073      3.24     3.05        1.06
   12     1    12000137     20.69    20.27        1.02         4500
               12000018      3.09     2.93        1.06
   11     1    11000098     17.59    17.34        1.01         4500
               11000015      2.92     2.78        1.05
   10     1    10000064     14.68    14.56        1.01         6300
               10000064      3.92     3.80        1.03
    9     1     9000148     10.77    10.76        1.00         6000
                9000148      3.42     3.40        1.01
    8     1     8000009      7.37     7.36        1.00         6000
                8000009      3.12     3.11        1.00
    7     1     7000009      4.25     4.25        1.00         6000
                7000009      2.61     2.60        1.00
    6     1     6000089      1.65     1.65        1.00         5950
                6000089      1.65     1.65        1.00
    5     1     5000587      0.03     0.02        1.00         6000
                5000587      0.03     0.02        1.00
    4     1     4000202      0.01     0.00        1.00         6800
                4000202      0.01     0.00        1.00
    3     1     3000439      0.00     0.00        1.00         3800
                3000479      0.00     0.00        1.00
    2     1     2000329      0.00     0.00        1.00         3600
                2000285      0.00     0.00        1.00
    1     1     1000351      0.00     0.00        1.00         3600
                1000351      0.00     0.00        1.00

  X方向最大位移与层平均位移的比值：  1.06  (49层1塔)
  X方向最大层间位移与平均层间位移的比值：  1.44  (53层1塔)

  === 工况10 === X- 偶然偏心规定水平力作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(X)   Ave-(X)    Ratio-(X)       h
                  JmaxD    Max-Dx    Ave-Dx     Ratio-Dx         

   54     1    54000010    190.33   187.69        1.01         4000
               54000010      3.11     3.11        1.00
   53     1    53000073    196.81   184.19        1.07         4500
               53000067      5.56     3.86        1.44
   52     1    52000064    190.92   178.43        1.07         4500
               52000062      3.70     3.58        1.03
   51     1    51000067    187.22   174.85        1.07         4500
               51000057      3.75     3.58        1.05
   50     1    50000069    183.47   171.27        1.07         4500
               50000069      3.89     3.68        1.06
   49     1    49000059    179.58   167.59        1.07         4500
               49000059      4.02     3.79        1.06
   48     1    48000056    175.56   163.80        1.07         4500
               48000049      4.15     3.90        1.06
   47     1    47000059    171.41   159.90        1.07         4500
               47000059      4.24     3.98        1.07
   46     1    46000056    167.17   155.93        1.07         4500
               46000049      4.31     4.04        1.07
   45     1    45000061    162.86   151.89        1.07         5100
               45000061      4.86     4.60        1.06
   44     1    44000073    158.00   147.28        1.07         4500
               44000063      4.30     4.07        1.06
   43     1    43000052    153.70   143.21        1.07         4500
               43000059      4.31     4.08        1.06
   42     1    42000056    149.39   139.13        1.07         4500
               42000063      4.39     4.14        1.06
   41     1    41000059    145.00   134.99        1.07         4500
               41000059      4.41     4.17        1.06
   40     1    40000062    140.59   130.82        1.07         4500
               40000062      4.46     4.21        1.06
   39     1    39000055    136.13   126.61        1.08         4500
               39000055      4.51     4.25        1.06
   38     1    38000072    131.62   122.35        1.08         4500
               38000072      4.54     4.27        1.06
   37     1    37000062    127.09   118.08        1.08         4500
               37000062      4.55     4.28        1.06
   36     1    36000061    122.54   113.81        1.08         5100
               36000061      5.19     4.87        1.06
   35     1    35000062    117.35   108.93        1.08         4500
               35000072      4.59     4.31        1.06
   34     1    34000133    112.76   104.62        1.08         4500
               34000018      4.61     4.33        1.07
   33     1    33000071    108.15   100.30        1.08         4500
               33000061      4.61     4.32        1.07
   32     1    32000139    103.54    95.97        1.08         4500
               32000020      4.59     4.30        1.07
   31     1    31000061     98.95    91.67        1.08         4500
               31000061      4.55     4.26        1.07
   30     1    30000020     94.40    87.42        1.08         4500
               30000020      4.47     4.19        1.07
   29     1    29000062     89.93    83.23        1.08         4500
               29000062      4.33     4.07        1.07
   28     1    28000014     85.60    79.17        1.08         4500
               28000014      4.29     4.02        1.07
   27     1    27000072     81.31    75.14        1.08         4500
               27000072      4.25     3.99        1.07
   26     1    26000014     77.06    71.16        1.08         4500
               26000125      4.21     3.95        1.07
   25     1    25000072     72.84    67.21        1.08         4500
               25000072      4.17     3.91        1.07
   24     1    24000125     68.67    63.30        1.08         4500
               24000014      4.12     3.87        1.07
   23     1    23000064     64.55    59.43        1.09         5100
               23000074      4.64     4.38        1.06
   22     1    22000063     59.90    55.05        1.09         4500
               22000073      4.02     3.79        1.06
   21     1    21000072     55.89    51.26        1.09         4500
               21000062      3.97     3.74        1.06
   20     1    20000132     51.91    47.52        1.09         4500
               20000132      3.91     3.68        1.06
   19     1    19000062     48.00    43.85        1.09         4500
               19000072      3.84     3.61        1.07
   18     1    18000015     44.16    40.24        1.10         4500
               18000015      3.74     3.51        1.07
   17     1    17000072     40.41    36.73        1.10         4500
               17000062      3.64     3.40        1.07
   16     1    16000017     36.77    33.33        1.10         4500
               16000017      3.57     3.33        1.07
   15     1    15000072     33.21    30.01        1.11         4500
               15000062      3.49     3.25        1.08
   14     1    14000017     29.71    26.76        1.11         4500
               14000134      3.41     3.16        1.08
   13     1    13000062     26.30    23.60        1.11         4500
               13000062      3.32     3.06        1.08
   12     1    12000134     22.99    20.54        1.12         4500
               12000134      3.20     2.94        1.09
   11     1    11000014     19.79    17.60        1.12         4500
               11000014      3.06     2.80        1.09
   10     1    10000055     16.74    14.80        1.13         6300
               10000052      4.24     3.84        1.10
    9     1     9000148     12.50     9.51        1.31         6000
                9000158      3.92     3.01        1.30
    8     1     8000161      8.57     6.49        1.32         6000
                8000171      3.59     2.74        1.31
    7     1     7000169      4.99     3.74        1.33         6000
                7000179      3.04     2.29        1.33
    6     1     6000042      1.80     1.37        1.32         5950
                6000042      1.80     1.37        1.32
    5     1     5000583      0.04     0.02        1.00         6000
                5000583      0.04     0.02        1.00
    4     1     4000202      0.01     0.00        1.00         6800
                4000202      0.01     0.00        1.00
    3     1     3000439      0.00     0.00        1.00         3800
                3000479      0.00     0.00        1.00
    2     1     2000329      0.00     0.00        1.00         3600
                2000285      0.00     0.00        1.00
    1     1     1000351      0.00     0.00        1.00         3600
                1000351      0.00     0.00        1.00

  X方向最大位移与层平均位移的比值：  1.33  (7层1塔)
  X方向最大层间位移与平均层间位移的比值：  1.44  (53层1塔)

  === 工况11 === Y 方向规定水平力作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(Y)   Ave-(Y)    Ratio-(Y)       h
                  JmaxD    Max-Dy    Ave-Dy     Ratio-Dy         

   54     1    54000013    248.54   247.21        1.01         4000
               54000014      5.49     5.41        1.02
   53     1    53000072    250.97   245.03        1.02         4500
               53000071      8.98     6.63        1.36
   52     1    52000069    238.62   235.11        1.01         4500
               52000069      6.10     6.03        1.01
   51     1    51000087    232.53   229.08        1.02         4500
               51000081      6.07     5.98        1.02
   50     1    50000091    226.46   223.10        1.02         4500
               50000091      6.17     6.07        1.02
   49     1    49000083    220.29   217.04        1.02         4500
               49000083      6.22     6.13        1.02
   48     1    48000073    214.07   210.91        1.01         4500
               48000067      6.28     6.18        1.02
   47     1    47000091    207.79   204.73        1.01         4500
               47000091      6.33     6.21        1.02
   46     1    46000067    201.46   198.52        1.01         4500
               46000067      6.40     6.24        1.03
   45     1    45000085    195.06   192.27        1.01         5100
               45000085      7.21     6.96        1.04
   44     1    44000095    187.85   185.31        1.01         4500
               44000095      6.34     6.13        1.04
   43     1    43000076    181.51   179.17        1.01         4500
               43000070      6.31     6.11        1.03
   42     1    42000082    175.20   173.06        1.01         4500
               42000074      6.34     6.13        1.03
   41     1    41000076    168.86   166.92        1.01         4500
               41000070      6.31     6.11        1.03
   40     1    40000086    162.56   160.80        1.01         4500
               40000086      6.24     6.08        1.03
   39     1    39000081    156.32   154.71        1.01         4500
               39000073      6.23     6.06        1.03
   38     1    38000094    150.09   148.64        1.01         4500
               38000094      6.22     6.04        1.03
   37     1    37000081    143.86   142.60        1.01         4500
               37000073      6.22     6.01        1.03
   36     1    36000092    137.65   136.58        1.01         5100
               36000084      7.06     6.76        1.05
   35     1    35000086    130.58   129.81        1.01         4500
               35000086      6.14     5.91        1.04
   34     1    34000153    124.44   123.90        1.00         4500
               34000153      6.09     5.85        1.04
   33     1    33000093    118.35   118.04        1.00         4500
               33000093      6.03     5.81        1.04
   32     1    32000151    112.32   112.23        1.00         4500
               32000151      5.96     5.74        1.04
   31     1    31000096    106.63   106.50        1.00         4500
               31000085      5.88     5.67        1.04
   30     1    30000004    101.19   100.83        1.00         4500
               30000161      5.78     5.57        1.04
   29     1    29000150     95.84    95.27        1.01         4500
               29000086      5.61     5.42        1.04
   28     1    28000004     90.61    89.85        1.01         4500
               28000137      5.53     5.35        1.03
   27     1    27000150     85.44    84.50        1.01         4500
               27000094      5.43     5.27        1.03
   26     1    26000004     80.34    79.23        1.01         4500
               26000137      5.31     5.17        1.03
   25     1    25000097     75.31    74.06        1.02         4500
               25000094      5.16     5.06        1.02
   24     1    24000006     70.36    69.01        1.02         4500
               24000140      4.94     4.91        1.01
   23     1    23000161     65.49    64.10        1.02         5100
               23000161      5.42     5.30        1.02
   22     1    22000147     60.07    58.81        1.02         4500
               22000147      4.71     4.56        1.03
   21     1    21000097     55.36    54.25        1.02         4500
               21000097      4.60     4.46        1.03
   20     1    20000007     50.76    49.79        1.02         4500
               20000007      4.47     4.33        1.03
   19     1    19000097     46.28    45.46        1.02         4500
               19000097      4.33     4.20        1.03
   18     1    18000007     41.95    41.26        1.02         4500
               18000004      4.16     4.05        1.03
   17     1    17000150     37.80    37.21        1.02         4500
               17000097      3.94     3.87        1.02
   16     1    16000009     33.86    33.34        1.02         4500
               16000009      3.80     3.75        1.01
   15     1    15000150     30.06    29.59        1.02         4500
               15000097      3.66     3.61        1.01
   14     1    14000009     26.40    25.98        1.02         4500
               14000009      3.50     3.46        1.01
   13     1    13000097     22.91    22.52        1.02         4500
               13000097      3.33     3.30        1.01
   12     1    12000004     19.58    19.22        1.02         4500
               12000004      3.14     3.11        1.01
   11     1    11000148     16.44    16.12        1.02         4500
               11000148      2.91     2.88        1.01
   10     1    10000089     13.54    13.23        1.02         6300
               10000070      3.74     3.68        1.01
    9     1     9000187      9.80     9.55        1.03         6000
                9000200      3.22     3.12        1.03
    8     1     8000211      6.58     6.42        1.02         6000
                8000211      2.79     2.71        1.03
    7     1     7000207      3.79     3.71        1.02         6000
                7000220      2.27     2.21        1.03
    6     1     6000191      1.53     1.50        1.02         5950
                6000191      1.53     1.50        1.02
    5     1     5000371      0.09     0.05        1.00         6000
                5000371      0.09     0.06        1.00
    4     1     4000055      0.01     0.01        1.00         6800
                4000055      0.01     0.01        1.00
    3     1     3000486      0.00     0.00        1.00         3800
                3000479      0.00     0.00        1.00
    2     1     2000329      0.00     0.00        1.00         3600
                2000250      0.00     0.00        1.00
    1     1     1000304      0.00     0.00        1.00         3600
                1000304      0.00     0.00        1.00

  Y方向最大位移与层平均位移的比值：  1.03  (9层1塔)
  Y方向最大层间位移与平均层间位移的比值：  1.36  (53层1塔)

  === 工况12 === Y+ 偶然偏心规定水平力作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(Y)   Ave-(Y)    Ratio-(Y)       h
                  JmaxD    Max-Dy    Ave-Dy     Ratio-Dy         

   54     1    54000018    248.73   242.61        1.03         4000
               54000018      5.35     5.35        1.00
   53     1    53000077    261.87   244.27        1.07         4500
               53000071      9.05     6.61        1.37
   52     1    52000059    252.11   234.96        1.07         4500
               52000059      6.30     6.02        1.05
   51     1    51000134    245.81   228.93        1.07         4500
               51000090      6.26     5.97        1.05
   50     1    50000094    239.54   222.96        1.07         4500
               50000141      6.38     6.06        1.05
   49     1    49000141    233.16   216.89        1.07         4500
               49000094      6.48     6.12        1.06
   48     1    48000075    226.67   210.77        1.08         4500
               48000075      6.56     6.17        1.06
   47     1    47000094    220.11   204.59        1.08         4500
               47000141      6.59     6.20        1.06
   46     1    46000075    213.52   198.38        1.08         4500
               46000123      6.58     6.22        1.06
   45     1    45000096    206.94   192.15        1.08         5100
               45000096      7.23     6.94        1.04
   44     1    44000098    199.71   185.20        1.08         4500
               44000098      6.38     6.11        1.04
   43     1    43000079    193.33   179.08        1.08         4500
               43000128      6.37     6.09        1.05
   42     1    42000135    186.97   172.98        1.08         4500
               42000085      6.41     6.11        1.05
   41     1    41000079    180.56   166.85        1.08         4500
               41000079      6.39     6.09        1.05
   40     1    40000149    174.16   160.75        1.08         4500
               40000097      6.38     6.06        1.05
   39     1    39000134    167.78   154.67        1.08         4500
               39000084      6.38     6.05        1.05
   38     1    38000097    161.40   148.62        1.09         4500
               38000097      6.35     6.03        1.05
   37     1    37000084    155.06   142.58        1.09         4500
               37000134      6.30     5.99        1.05
   36     1    36000095    148.76   136.58        1.09         5100
               36000095      7.00     6.73        1.04
   35     1    35000147    141.76   129.83        1.09         4500
               35000097      6.15     5.89        1.04
   34     1    34000004    135.61   123.94        1.09         4500
               34000010      6.12     5.83        1.05
   33     1    33000149    129.49   118.10        1.10         4500
               33000096      6.07     5.80        1.05
   32     1    32000012    123.42   112.30        1.10         4500
               32000004      6.01     5.72        1.05
   31     1    31000149    117.41   106.58        1.10         4500
               31000096      5.94     5.65        1.05
   30     1    30000004    111.48   100.94        1.10         4500
               30000012      5.84     5.55        1.05
   29     1    29000150    105.64    95.38        1.11         4500
               29000097      5.70     5.41        1.05
   28     1    28000004     99.94    89.98        1.11         4500
               28000006      5.64     5.34        1.06
   27     1    27000150     94.30    84.64        1.11         4500
               27000150      5.57     5.26        1.06
   26     1    26000006     88.73    79.38        1.12         4500
               26000004      5.49     5.16        1.06
   25     1    25000150     83.24    74.22        1.12         4500
               25000150      5.41     5.05        1.07
   24     1    24000004     77.84    69.17        1.13         4500
               24000004      5.32     4.91        1.08
   23     1    23000097     72.52    64.26        1.13         5100
               23000161      5.90     5.31        1.11
   22     1    22000147     66.62    58.95        1.13         4500
               22000098      5.13     4.57        1.12
   21     1    21000097     61.49    54.38        1.13         4500
               21000150      5.03     4.47        1.12
   20     1    20000004     56.46    49.91        1.13         4500
               20000007      4.90     4.35        1.13
   19     1    19000150     51.56    45.56        1.13         4500
               19000150      4.76     4.22        1.13
   18     1    18000004     46.81    41.35        1.13         4500
               18000004      4.57     4.06        1.13
   17     1    17000150     42.23    37.29        1.13         4500
               17000097      4.34     3.88        1.12
   16     1    16000009     37.89    33.41        1.13         4500
               16000009      4.20     3.76        1.12
   15     1    15000097     33.69    29.66        1.14         4500
               15000097      4.05     3.62        1.12
   14     1    14000009     29.64    26.04        1.14         4500
               14000004      3.89     3.47        1.12
   13     1    13000097     25.75    22.57        1.14         4500
               13000097      3.71     3.30        1.12
   12     1    12000004     22.04    19.27        1.14         4500
               12000004      3.50     3.11        1.12
   11     1    11000004     18.54    16.15        1.15         4500
               11000004      3.25     2.89        1.13
   10     1    10000070     15.29    13.26        1.15         6300
               10000070      4.19     3.69        1.14
    9     1     9000200     11.10     9.57        1.16         6000
                9000187      3.61     3.13        1.15
    8     1     8000198      7.49     6.44        1.16         6000
                8000198      3.16     2.72        1.16
    7     1     7000207      4.34     3.72        1.16         6000
                7000220      2.59     2.22        1.17
    6     1     6000191      1.75     1.51        1.16         5950
                6000191      1.75     1.50        1.16
    5     1     5000371      0.09     0.05        1.00         6000
                5000587      0.09     0.05        1.00
    4     1     4000055      0.01     0.01        1.00         6800
                4000055      0.01     0.01        1.00
    3     1     3000486      0.00     0.00        1.00         3800
                3000479      0.00     0.00        1.00
    2     1     2000329      0.00     0.00        1.00         3600
                2000250      0.00     0.00        1.00
    1     1     1000304      0.00     0.00        1.00         3600
                1000304      0.00     0.00        1.00

  Y方向最大位移与层平均位移的比值：  1.16  (7层1塔)
  Y方向最大层间位移与平均层间位移的比值：  1.37  (53层1塔)

  === 工况13 === Y- 偶然偏心规定水平力作用下的楼层最大位移

  Floor  Tower    Jmax     Max-(Y)   Ave-(Y)    Ratio-(Y)       h
                  JmaxD    Max-Dy    Ave-Dy     Ratio-Dy         

   54     1    54000014    260.60   251.81        1.03         4000
               54000013      5.64     5.45        1.03
   53     1    53000066    269.21   244.57        1.10         4500
               53000072      9.06     6.61        1.37
   52     1    52000068    259.44   235.26        1.10         4500
               52000068      6.45     6.04        1.07
   51     1    51000087    252.99   229.23        1.10         4500
               51000087      6.45     5.98        1.08
   50     1    50000091    246.55   223.25        1.10         4500
               50000091      6.59     6.08        1.08
   49     1    49000091    239.96   217.18        1.10         4500
               49000091      6.68     6.14        1.09
   48     1    48000067    233.28   211.05        1.11         4500
               48000067      6.77     6.19        1.09
   47     1    47000083    226.51   204.87        1.11         4500
               47000083      6.83     6.22        1.10
   46     1    46000067    219.68   198.65        1.11         4500
               46000067      6.91     6.25        1.11
   45     1    45000085    212.77   192.40        1.11         5100
               45000085      7.75     6.98        1.11
   44     1    44000087    205.01   185.42        1.11         4500
               44000087      6.82     6.15        1.11
   43     1    43000076    198.19   179.26        1.11         4500
               43000076      6.78     6.13        1.11
   42     1    42000074    191.41   173.14        1.11         4500
               42000082      6.83     6.15        1.11
   41     1    41000070    184.58   166.98        1.11         4500
               41000076      6.80     6.13        1.11
   40     1    40000086    177.78   160.84        1.11         4500
               40000086      6.72     6.09        1.10
   39     1    39000073    171.06   154.75        1.11         4500
               39000081      6.72     6.08        1.11
   38     1    38000094    164.34   148.67        1.11         4500
               38000086      6.72     6.06        1.11
   37     1    37000073    157.62   142.61        1.11         4500
               37000073      6.72     6.03        1.11
   36     1    36000092    150.90   136.58        1.10         5100
               36000092      7.64     6.78        1.13
   35     1    35000094    143.26   129.79        1.10         4500
               35000086      6.65     5.92        1.12
   34     1    34000145    136.61   123.86        1.10         4500
               34000145      6.60     5.87        1.12
   33     1    33000093    130.01   117.98        1.10         4500
               33000085      6.56     5.83        1.13
   32     1    32000151    123.45   112.16        1.10         4500
               32000151      6.48     5.75        1.13
   31     1    31000093    116.97   106.41        1.10         4500
               31000085      6.41     5.68        1.13
   30     1    30000161    110.56   100.73        1.10         4500
               30000151      6.30     5.58        1.13
   29     1    29000086    104.26    95.15        1.10         4500
               29000086      6.11     5.43        1.12
   28     1    28000137     98.15    89.72        1.09         4500
               28000140      6.02     5.36        1.12
   27     1    27000086     92.13    84.35        1.09         4500
               27000094      5.92     5.28        1.12
   26     1    26000137     86.21    79.08        1.09         4500
               26000137      5.79     5.18        1.12
   25     1    25000094     80.42    73.90        1.09         4500
               25000086      5.62     5.06        1.11
   24     1    24000137     74.80    68.84        1.09         4500
               24000137      5.37     4.90        1.10
   23     1    23000094     69.43    63.94        1.09         5100
               23000086      5.62     5.29        1.06
   22     1    22000095     63.81    58.66        1.09         4500
               22000087      4.79     4.54        1.05
   21     1    21000086     59.01    54.12        1.09         4500
               21000094      4.71     4.44        1.06
   20     1    20000148     54.31    49.68        1.09         4500
               20000148      4.59     4.32        1.06
   19     1    19000086     49.72    45.36        1.10         4500
               19000094      4.47     4.19        1.07
   18     1    18000144     45.25    41.17        1.10         4500
               18000148      4.34     4.04        1.07
   17     1    17000094     40.91    37.13        1.10         4500
               17000094      4.19     3.86        1.09
   16     1    16000146     36.72    33.27        1.10         4500
               16000152      4.08     3.74        1.09
   15     1    15000086     32.64    29.53        1.11         4500
               15000094      3.95     3.61        1.10
   14     1    14000146     28.68    25.93        1.11         4500
               14000152      3.80     3.46        1.10
   13     1    13000094     24.88    22.47        1.11         4500
               13000086      3.63     3.29        1.10
   12     1    12000152     21.25    19.18        1.11         4500
               12000146      3.44     3.10        1.11
   11     1    11000115     17.81    16.08        1.11         4500
               11000115      3.19     2.88        1.11
   10     1    10000065     14.62    13.20        1.11         6300
               10000065      4.07     3.68        1.11
    9     1     9000184     10.55     9.52        1.11         6000
