
     **********************************************************
                                 ¸÷²ã¸÷ËþµÄ¹æ¶¨Ë®Æ½Á¦
     **********************************************************

  ²ãºÅ   ËþºÅ        XÏò(KN)         YÏò(KN)
   54     1            78.4            97.2
   53     1           913.1          1174.2
   52     1          1149.3          1264.1
   51     1          1253.3          1374.5
   50     1           727.0           756.3
   49     1           622.2           593.8
   48     1           550.8           477.2
   47     1           482.7           388.1
   46     1           456.8           362.1
   45     1           594.0           504.0
   44     1           544.8           508.5
   43     1           474.5           468.2
   42     1           437.9           437.2
   41     1           439.9           429.0
   40     1           415.6           384.5
   39     1           414.3           360.3
   38     1           392.3           322.8
   37     1           393.6           315.1
   36     1           490.6           403.5
   35     1           447.2           392.3
   34     1           366.0           344.3
   33     1           342.1           337.4
   32     1           329.8           331.2
   31     1           310.4           306.0
   30     1           306.0           286.1
   29     1           316.1           275.7
   28     1           316.9           260.8
   27     1           307.6           245.8
   26     1           302.0           244.3
   25     1           285.9           243.2
   24     1           274.9           251.4
   23     1           285.8           282.3
   22     1           331.2           351.2
   21     1           249.5           268.1
   20     1           247.1           256.8
   19     1           234.9           229.5
   18     1           229.9           209.6
   17     1           224.8           194.6
   16     1           213.7           184.2
   15     1           198.3           180.6
   14     1           188.4           191.2
   13     1           179.5           207.5
   12     1           179.4           232.1
   11     1           189.1           263.0
   10     1           248.7           355.8
    9     1           689.7           915.0
    8     1           364.0           456.8
    7     1           261.2           316.5
    6     1           100.4           118.0
    5     1             0.0             0.0
    4     1             0.0             0.0
    3     1             0.0             0.0
    2     1             0.0             0.0
    1     1             0.0             0.0

     **********************************************************
              ¹æ¶¨Ë®Æ½Á¦ÏÂ¿ò¼ÜÖù¡¢¶ÌÖ«Ç½µØÕðÇã¸²Á¦¾Ø
     **********************************************************

  ²ãºÅ   ËþºÅ         ¿ò¼ÜÖù     ¶ÌÖ«Ç½       ÆÕÍ¨Ç½       Ð±³Å       ºÏ¼Æ
   52     1    Y        7231.8    12106.8        59.73%
   51     1    Y       15487.0    22215.3        69.71%
   50     1    Y       23583.7    35222.7        66.96%
   49     1    Y       31980.4    51293.0        62.35%
   48     1    Y       40628.1    70319.5        57.78%
   47     1    Y       49775.0    92498.2        53.81%
   46     1    Y       58264.8   117682.9        49.51%
   45     1    Y       71095.2   150385.9        47.28%
   44     1    Y       81628.2   182587.9        44.71%
   43     1    Y       97374.3   217833.1        44.70%
   42     1    Y      107318.7   256274.7        41.88%
   41     1    Y      123147.7   297779.4        41.36%
   40     1    Y      137075.6   342681.2        40.00%
   39     1    Y      151963.8   390540.9        38.91%
   38     1    Y      166888.3   441726.5        37.78%
   37     1    Y      183368.3   495773.3        36.99%
   36     1    Y      200682.8   561358.3        35.75%
   35     1    Y      218766.3   622411.5        35.15%
   34     1    Y      236793.0   686241.9        34.51%
   33     1    Y      255230.1   753079.6        33.89%
   32     1    Y      273920.4   822402.0        33.31%
   31     1    Y      292869.0   894851.1        32.73%
   30     1    Y      312099.9   969740.8        32.18%
   29     1    Y      332133.6  1048553.9        31.68%
   28     1    Y      352515.6  1129994.1        31.20%
   27     1    Y      372945.5  1214450.6        30.71%
   26     1    Y      393453.1  1301422.4        30.23%
   25     1    Y      413907.0  1391271.8        29.75%
   24     1    Y      435647.3  1483431.5        29.37%
   23     1    Y      453695.8  1591321.1        28.51%
   22     1    Y      473852.4  1689074.3        28.05%
   21     1    Y      493681.3  1789177.3        27.59%
   20     1    Y      512996.1  1891139.1        27.13%
   19     1    Y      532536.4  1995644.3        26.68%
   18     1    Y      551044.6  2101722.8        26.22%
   17     1    Y      567821.1  2211236.5        25.68%
   16     1    Y      585527.7  2322337.5        25.21%
   15     1    Y      602601.1  2435853.5        24.74%
   14     1    Y      619217.8  2550810.8        24.28%
   13     1    Y      635382.8  2667982.3        23.82%
   12     1    Y      650944.3  2786385.3        23.36%
   11     1    Y      666147.4  2907014.5        22.92%
   10     1    Y      683168.7  3078907.3        22.19%
    9     1    Y      712648.5  3243345.5        21.97%
    8     1    Y      731649.2  3409541.0        21.46%
    7     1    Y      748892.8  3576266.5        20.94%
    6     1    Y      776979.9  3740978.5        20.77%
    5     1    Y      765715.9  3060434.8        25.02%
    4     1    Y      767797.9  2624336.5        29.26%
    3     1    Y      767126.6  2485243.5        30.87%
    2     1    Y      767375.9  2413729.0        31.79%
    1     1    Y      767279.5  2389989.0        32.10%

     **********************************************************
                      ¿ò¼ÜÖù¡¢¼ôÁ¦Ç½·ç¼ôÁ¦°Ù·Ö±È
     **********************************************************

  ²ãºÅ   ËþºÅ           Öù¼ôÁ¦     Ç½¼ôÁ¦     ÆäËü       ×Ü¼ôÁ¦    Öù¼ôÁ¦°Ù·Ö±È    Ç½¼ôÁ¦°Ù·Ö±È
   54     1    X       -23.9      -61.2        0.0      -85.2       28.10%          71.90%
   53     1    X       -27.5     -149.3        0.0     -176.8       15.56%          84.44%
   52     1    X      -673.7        2.5        0.0     -671.1      100.38%           0.38%
   51     1    X      -765.4     -403.7        0.0    -1169.1       65.47%          34.53%
   50     1    X      -789.3     -856.6        0.0    -1645.9       47.96%          52.04%
   49     1    X      -790.5    -1344.1        0.0    -2134.6       37.03%          62.97%
   48     1    X      -845.7    -1758.2        0.0    -2603.9       32.48%          67.52%
   47     1    X      -908.2    -2188.1        0.0    -3096.3       29.33%          70.67%
   46     1    X      -824.6    -2750.2        0.0    -3574.9       23.07%          76.93%
   45     1    X     -1221.0    -2925.8        0.0    -4146.7       29.44%          70.56%
   44     1    X     -1051.8    -3636.5        0.0    -4688.3       22.43%          77.57%
   43     1    X     -1588.4    -3604.3        0.0    -5192.6       30.59%          69.41%
   42     1    X     -1028.2    -4671.8        0.0    -5700.0       18.04%          81.96%
   41     1    X     -1618.1    -4562.5        0.0    -6180.6       26.18%          73.82%
   40     1    X     -1452.7    -5245.3        0.0    -6698.0       21.69%          78.31%
   39     1    X     -1564.1    -5604.1        0.0    -7168.2       21.82%          78.18%
   38     1    X     -1581.6    -6098.7        0.0    -7680.3       20.59%          79.41%
   37     1    X     -1622.1    -6515.0        0.0    -8137.1       19.93%          80.07%
   36     1    X     -1718.1    -6995.1        0.0    -8713.2       19.72%          80.28%
   35     1    X     -1962.4    -7234.6        0.0    -9197.0       21.34%          78.66%
   34     1    X     -1986.7    -7648.5        0.0    -9635.2       20.62%          79.38%
   33     1    X     -1984.2    -8113.6        0.0   -10097.8       19.65%          80.35%
   32     1    X     -2037.1    -8460.8        0.0   -10497.9       19.41%          80.59%
   31     1    X     -2041.8    -8924.9        0.0   -10966.7       18.62%          81.38%
   30     1    X     -2082.2    -9254.3        0.0   -11336.5       18.37%          81.63%
   29     1    X     -2048.8    -9848.2        0.0   -11896.9       17.22%          82.78%
   28     1    X     -2113.2   -10187.7        0.0   -12300.9       17.18%          82.82%
   27     1    X     -2118.1   -10634.3        0.0   -12752.4       16.61%          83.39%
   26     1    X     -2128.0   -11015.2        0.0   -13143.2       16.19%          83.81%
   25     1    X     -2189.6   -11393.5        0.0   -13583.0       16.12%          83.88%
   24     1    X     -1974.0   -11980.3        0.0   -13954.2       14.15%          85.85%
   23     1    X     -2478.8   -11971.1        0.0   -14449.9       17.15%          82.85%
   22     1    X     -2250.8   -12584.6        0.0   -14835.4       15.17%          84.83%
   21     1    X     -2370.5   -12838.2        0.0   -15208.8       15.59%          84.41%
   20     1    X     -2317.0   -13204.5        0.0   -15521.5       14.93%          85.07%
   19     1    X     -2400.2   -13514.7        0.0   -15914.9       15.08%          84.92%
   18     1    X     -2177.1   -13984.5        0.0   -16161.6       13.47%          86.53%
   17     1    X     -1928.3   -14753.1        0.0   -16681.4       11.56%          88.44%
   16     1    X     -1993.0   -14957.8        0.0   -16950.9       11.76%          88.24%
   15     1    X     -1968.4   -15351.1        0.0   -17319.5       11.37%          88.63%
   14     1    X     -1936.2   -15627.0        0.0   -17563.2       11.02%          88.98%
   13     1    X     -1955.6   -15948.4        0.0   -17904.0       10.92%          89.08%
   12     1    X     -1861.2   -16249.8        0.0   -18111.0       10.28%          89.72%
   11     1    X     -1764.0   -16685.0        0.0   -18449.0        9.56%          90.44%
   10     1    X     -2229.7   -16610.9        0.0   -18840.6       11.83%          88.17%
    9     1    X     -3117.7   -15779.8        0.0   -18897.5       16.50%          83.50%
    8     1    X     -2148.6   -16851.6        0.0   -19000.2       11.31%          88.69%
    7     1    X     -2263.3   -16675.9        0.0   -18939.2       11.95%          88.05%
    6     1    X     -2645.7   -16019.8        0.0   -18665.5       14.17%          85.83%
    5     1    X       729.4    30020.6        0.0    30750.0        2.37%          97.63%
    4     1    X      -328.6     8501.9        0.0     8173.3        4.02%         104.02%
    3     1    X       -96.5     2809.1        0.0     2712.5        3.56%         103.56%
    2     1    X      -125.1     1194.1        0.0     1069.0       11.70%         111.70%
    1     1    X       -29.8      200.6        0.0      170.7       17.48%         117.48%

   54     1    Y        77.3      320.3        0.0      397.6       19.43%          80.57%
   53     1    Y       118.6      694.0        0.0      812.6       14.59%          85.41%
   52     1    Y      1419.8      104.6        0.0     1524.4       93.14%           6.86%
   51     1    Y      1834.5      411.8        0.0     2246.3       81.67%          18.33%
   50     1    Y      1799.3     1091.3        0.0     2890.5       62.25%          37.75%
   49     1    Y      1865.9     1705.3        0.0     3571.2       52.25%          47.75%
   48     1    Y      1921.7     2306.4        0.0     4228.1       45.45%          54.55%
   47     1    Y      2032.6     2896.0        0.0     4928.6       41.24%          58.76%
   46     1    Y      1886.6     3710.0        0.0     5596.6       33.71%          66.29%
   45     1    Y      2515.8     3896.6        0.0     6412.4       39.23%          60.77%
   44     1    Y      2340.7     4815.3        0.0     7156.0       32.71%          67.29%
   43     1    Y      3499.1     4333.1        0.0     7832.3       44.68%          55.32%
   42     1    Y      2209.9     6332.7        0.0     8542.6       25.87%          74.13%
   41     1    Y      3517.6     5705.7        0.0     9223.3       38.14%          61.86%
   40     1    Y      3095.1     6883.1        0.0     9978.2       31.02%          68.98%
   39     1    Y      3308.5     7327.0        0.0    10635.5       31.11%          68.89%
   38     1    Y      3316.6     8058.0        0.0    11374.6       29.16%          70.84%
   37     1    Y      3662.2     8348.2        0.0    12010.4       30.49%          69.51%
   36     1    Y      3395.0     9464.8        0.0    12859.8       26.40%          73.60%
   35     1    Y      4018.5     9548.8        0.0    13567.4       29.62%          70.38%
   34     1    Y      4005.9    10178.6        0.0    14184.5       28.24%          71.76%
   33     1    Y      4097.1    10755.7        0.0    14852.8       27.58%          72.42%
   32     1    Y      4153.4    11251.6        0.0    15405.0       26.96%          73.04%
   31     1    Y      4210.8    11889.0        0.0    16099.8       26.15%          73.85%
   30     1    Y      4273.5    12368.6        0.0    16642.2       25.68%          74.32%
   29     1    Y      4451.9    13062.1        0.0    17514.0       25.42%          74.58%
   28     1    Y      4529.3    13568.5        0.0    18097.8       25.03%          74.97%
   27     1    Y      4540.0    14228.1        0.0    18768.1       24.19%          75.81%
   26     1    Y      4557.3    14769.8        0.0    19327.0       23.58%          76.42%
   25     1    Y      4545.3    15421.2        0.0    19966.5       22.76%          77.24%
   24     1    Y      4831.2    15648.8        0.0    20480.0       23.59%          76.41%
   23     1    Y      3538.9    17615.9        0.0    21154.8       16.73%          83.27%
   22     1    Y      4479.2    17243.7        0.0    21722.9       20.62%          79.38%
   21     1    Y      4406.4    17838.7        0.0    22245.1       19.81%          80.19%
   20     1    Y      4292.2    18366.0        0.0    22658.2       18.94%          81.06%
   19     1    Y      4342.3    18881.1        0.0    23223.4       18.70%          81.30%
   18     1    Y      4112.9    19460.1        0.0    23573.0       17.45%          82.55%
   17     1    Y      3728.1    20608.3        0.0    24336.4       15.32%          84.68%
   16     1    Y      3934.8    20754.3        0.0    24689.1       15.94%          84.06%
   15     1    Y      3794.1    21431.7        0.0    25225.8       15.04%          84.96%
   14     1    Y      3692.6    21853.5        0.0    25546.1       14.45%          85.55%
   13     1    Y      3592.2    22445.9        0.0    26038.1       13.80%          86.20%
   12     1    Y      3458.1    22853.7        0.0    26311.8       13.14%          86.86%
   11     1    Y      3378.5    23428.0        0.0    26806.5       12.60%          87.40%
   10     1    Y      2701.8    24582.8        0.0    27284.6        9.90%          90.10%
    9     1    Y      4913.3    22493.1        0.0    27406.4       17.93%          82.07%
    8     1    Y      3166.8    24532.5        0.0    27699.2       11.43%          88.57%
    7     1    Y      2873.9    24913.7        0.0    27787.6       10.34%          89.66%
    6     1    Y      4720.5    22962.2        0.0    27682.7       17.05%          82.95%
    5     1    Y     -1877.3  -111546.6        0.0  -113424.0        1.66%          98.34%
    4     1    Y       306.2   -64438.3        0.0   -64132.1        0.48%         100.48%
    3     1    Y      -176.7   -36426.7        0.0   -36603.4        0.48%          99.52%
    2     1    Y        69.3   -19934.4        0.0   -19865.1        0.35%         100.35%
    1     1    Y       -26.8    -6567.7        0.0    -6594.5        0.41%          99.59%

     **********************************************************
                      ·çºÉÔØÍâÁ¦¡¢²ã¼ôÁ¦¡¢Çã¸²Á¦¾ØÍ³¼Æ
     **********************************************************

  ²ãºÅ   ËþºÅ     ²ãÍâÁ¦F     ²ã¼ôÁ¦V     Çã¸²Á¦¾ØM

   +WX
   54     1        -84.6        -84.6        -338.3
   53     1        -84.6       -169.1       -1099.4
   52     1       -483.0       -652.1       -4033.8
   51     1       -482.9      -1135.0       -9141.5
   50     1       -465.4      -1600.5      -16343.5
   49     1       -477.0      -2077.4      -25692.0
   48     1       -458.9      -2536.4      -37105.6
   47     1       -477.0      -3013.4      -50665.9
   46     1       -468.9      -3482.3      -66336.3
   45     1       -544.3      -4026.6      -86872.2
   44     1       -517.5      -4544.2     -107321.0
   43     1       -492.4      -5036.6     -129985.5
   42     1       -488.4      -5525.0     -154848.0
   41     1       -465.0      -5990.0     -181802.9
   40     1       -477.6      -6467.6     -210907.2
   39     1       -466.0      -6933.7     -242108.6
   38     1       -475.3      -7409.0     -275449.1
   37     1       -457.2      -7866.1     -310846.7
   36     1       -511.7      -8377.8     -353573.5
   35     1       -449.3      -8827.1     -393295.4
   34     1       -426.2      -9253.3     -434935.3
   33     1       -427.1      -9680.4     -478497.3
   32     1       -413.5     -10094.0     -523920.2
   31     1       -416.8     -10510.8     -571218.8
   30     1       -413.5     -10924.3     -620378.3
   29     1       -413.1     -11337.4     -671396.6
   28     1       -408.0     -11745.4     -724250.9
   27     1       -402.9     -12148.3     -778918.4
   26     1       -397.6     -12545.9     -835375.1
   25     1       -390.1     -12936.0     -893587.3
   24     1       -381.8     -13317.9     -953517.8
   23     1       -421.7     -13739.6    -1023589.8
   22     1       -370.0     -14109.6    -1087083.3
   21     1       -356.9     -14466.5    -1152182.8
   20     1       -346.5     -14813.0    -1218841.4
   19     1       -337.2     -15150.2    -1287017.3
   18     1       -330.0     -15480.2    -1356678.3
   17     1       -323.7     -15803.9    -1427795.9
   16     1       -314.7     -16118.6    -1500329.8
   15     1       -305.7     -16424.3    -1574239.3
   14     1       -297.1     -16721.4    -1649485.8
   13     1       -287.3     -17008.7    -1726025.0
   12     1       -275.2     -17283.9    -1803802.8
   11     1       -260.4     -17544.4    -1882752.5
   10     1       -336.3     -17880.7    -1995400.9
    9     1       -271.0     -18151.7    -2104311.0
    8     1       -147.8     -18299.5    -2214108.0
    7     1        -23.0     -18322.5    -2324043.0
    6     1        -19.7     -18342.2    -2433179.3
    5     1          0.0     -18342.2    -2543232.5
    4     1          0.0     -18342.2    -2667959.5
    3     1          0.0     -18342.2    -2737660.0
    2     1          0.0     -18342.2    -2803692.0
    1     1          0.0     -18342.2    -2869724.0

   -WX
   54     1         84.6         84.6         338.3
   53     1         84.6        169.1        1099.4
   52     1        483.0        652.1        4033.8
   51     1        482.9       1135.0        9141.5
   50     1        465.4       1600.5       16343.5
   49     1        477.0       2077.4       25692.0
   48     1        458.9       2536.4       37105.6
   47     1        477.0       3013.4       50665.9
   46     1        468.9       3482.3       66336.3
   45     1        544.3       4026.6       86872.2
   44     1        517.5       4544.2      107321.0
   43     1        492.4       5036.6      129985.5
   42     1        488.4       5525.0      154848.0
   41     1        465.0       5990.0      181802.9
   40     1        477.6       6467.6      210907.2
   39     1        466.0       6933.7      242108.6
   38     1        475.3       7409.0      275449.1
   37     1        457.2       7866.1      310846.7
   36     1        511.7       8377.8      353573.5
   35     1        449.3       8827.1      393295.4
   34     1        426.2       9253.3      434935.3
   33     1        427.1       9680.4      478497.3
   32     1        413.5      10094.0      523920.2
   31     1        416.8      10510.8      571218.8
   30     1        413.5      10924.3      620378.3
   29     1        413.1      11337.4      671396.6
   28     1        408.0      11745.4      724250.9
   27     1        402.9      12148.3      778918.4
   26     1        397.6      12545.9      835375.1
   25     1        390.1      12936.0      893587.3
   24     1        381.8      13317.9      953517.8
   23     1        421.7      13739.6     1023589.8
   22     1        370.0      14109.6     1087083.3
   21     1        356.9      14466.5     1152182.8
   20     1        346.5      14813.0     1218841.4
   19     1        337.2      15150.2     1287017.3
   18     1        330.0      15480.2     1356678.3
   17     1        323.7      15803.9     1427795.9
   16     1        314.7      16118.6     1500329.8
   15     1        305.7      16424.3     1574239.3
   14     1        297.1      16721.4     1649485.8
   13     1        287.3      17008.7     1726025.0
   12     1        275.2      17283.9     1803802.8
   11     1        260.4      17544.4     1882752.5
   10     1        336.3      17880.7     1995400.9
    9     1        271.0      18151.7     2104311.0
    8     1        147.8      18299.5     2214108.0
    7     1         23.0      18322.5     2324043.0
    6     1         19.7      18342.2     2433179.3
    5     1          0.0      18342.2     2543232.5
    4     1          0.0      18342.2     2667959.5
    3     1          0.0      18342.2     2737660.0
    2     1          0.0      18342.2     2803692.0
    1     1          0.0      18342.2     2869724.0

   +WY
   54     1        395.7        395.7        1582.6
   53     1        395.7        791.3        5143.6
   52     1        681.7       1473.0       11772.2
   51     1        681.7       2154.7       21468.5
   50     1        615.8       2770.6       33936.2
   49     1        652.7       3423.3       49340.8
   48     1        633.4       4056.6       67595.7
   47     1        664.7       4721.3       88841.7
   46     1        646.7       5368.1      112998.0
   45     1        752.2       6120.2      144211.1
   44     1        687.0       6807.2      174843.6
   43     1        650.4       7457.6      208403.0
   42     1        670.2       8127.8      244978.2
   41     1        648.6       8776.4      284472.1
   40     1        671.9       9448.3      326989.4
   39     1        649.2      10097.5      372428.2
   38     1        663.4      10760.9      420852.1
   37     1        634.6      11395.5      472131.8
   36     1        714.9      12110.4      533894.9
   35     1        632.7      12743.1      591239.1
   34     1        595.5      13338.7      651263.0
   33     1        599.9      13938.6      713986.5
   32     1        580.2      14518.7      779320.8
   31     1        588.4      15107.2      847303.0
   30     1        586.2      15693.3      917922.9
   29     1        591.2      16284.5      991203.4
   28     1        589.0      16873.5     1067134.4
   27     1        584.4      17458.0     1145695.3
   26     1        576.6      18034.6     1226850.8
   25     1        565.2      18599.7     1310549.5
   24     1        552.1      19151.9     1396732.9
   23     1        607.7      19759.6     1497506.6
   22     1        530.4      20289.9     1588811.4
   21     1        507.2      20797.1     1682398.4
   20     1        488.2      21285.3     1778182.3
   19     1        472.2      21757.5     1876091.0
   18     1        462.2      22219.7     1976079.5
   17     1        457.5      22677.2     2078126.9
   16     1        451.5      23128.8     2182206.3
   15     1        445.6      23574.4     2288291.0
   14     1        438.6      24013.0     2396349.5
   13     1        429.3      24442.3     2506340.0
   12     1        418.1      24860.4     2618212.0
   11     1        405.2      25265.6     2731907.0
   10     1        543.8      25809.4     2894506.5
    9     1        494.5      26303.9     3052330.0
    8     1        409.4      26713.3     3212610.0
    7     1        236.8      26950.1     3374311.0
    6     1        230.2      27180.3     3536034.0
    5     1          0.0      27180.3     3699116.0
    4     1          0.0      27180.3     3883942.3
    3     1          0.0      27180.3     3987227.5
    2     1          0.0      27180.3     4085076.8
    1     1          0.0      27180.3     4182926.0

   -WY
   54     1       -395.7       -395.7       -1582.6
   53     1       -395.7       -791.3       -5143.6
   52     1       -681.7      -1473.0      -11772.2
   51     1       -681.7      -2154.7      -21468.5
   50     1       -615.8      -2770.6      -33936.2
   49     1       -652.7      -3423.3      -49340.8
   48     1       -633.4      -4056.6      -67595.7
   47     1       -664.7      -4721.3      -88841.7
   46     1       -646.7      -5368.1     -112998.0
   45     1       -752.2      -6120.2     -144211.1
   44     1       -687.0      -6807.2     -174843.6
   43     1       -650.4      -7457.6     -208403.0
   42     1       -670.2      -8127.8     -244978.2
   41     1       -648.6      -8776.4     -284472.1
   40     1       -671.9      -9448.3     -326989.4
   39     1       -649.2     -10097.5     -372428.2
   38     1       -663.4     -10760.9     -420852.1
   37     1       -634.6     -11395.5     -472131.8
   36     1       -714.9     -12110.4     -533894.9
   35     1       -632.7     -12743.1     -591239.1
   34     1       -595.5     -13338.7     -651263.0
   33     1       -599.9     -13938.6     -713986.5
   32     1       -580.2     -14518.7     -779320.8
   31     1       -588.4     -15107.2     -847303.0
   30     1       -586.2     -15693.3     -917922.9
   29     1       -591.2     -16284.5     -991203.4
   28     1       -589.0     -16873.5    -1067134.4
   27     1       -584.4     -17458.0    -1145695.3
   26     1       -576.6     -18034.6    -1226850.8
   25     1       -565.2     -18599.7    -1310549.5
   24     1       -552.1     -19151.9    -1396732.9
   23     1       -607.7     -19759.6    -1497506.6
   22     1       -530.4     -20289.9    -1588811.4
   21     1       -507.2     -20797.1    -1682398.4
   20     1       -488.2     -21285.3    -1778182.3
   19     1       -472.2     -21757.5    -1876091.0
   18     1       -462.2     -22219.7    -1976079.5
   17     1       -457.5     -22677.2    -2078126.9
   16     1       -451.5     -23128.8    -2182206.3
   15     1       -445.6     -23574.4    -2288291.0
   14     1       -438.6     -24013.0    -2396349.5
   13     1       -429.3     -24442.3    -2506340.0
   12     1       -418.1     -24860.4    -2618212.0
   11     1       -405.2     -25265.6    -2731907.0
   10     1       -543.8     -25809.4    -2894506.5
    9     1       -494.5     -26303.9    -3052330.0
    8     1       -409.4     -26713.3    -3212610.0
    7     1       -236.8     -26950.1    -3374311.0
    6     1       -230.2     -27180.3    -3536034.0
    5     1          0.0     -27180.3    -3699116.0
    4     1          0.0     -27180.3    -3883942.3
    3     1          0.0     -27180.3    -3987227.5
    2     1          0.0     -27180.3    -4085076.8
    1     1          0.0     -27180.3    -4182926.0


     **********************************************************
                      µØÕðÍâÁ¦¡¢²ã¼ôÁ¦¡¢Çã¸²Á¦¾ØÍ³¼Æ
     **********************************************************

  ²ãºÅ   ËþºÅ     ²ãÍâÁ¦F     ²ã¼ôÁ¦V     Çã¸²Á¦¾ØM

    EX
   54     1         70.3         78.4         313.6
   53     1        824.9        991.5        4750.4
   52     1       1076.2       2140.8       14308.5
   51     1       1166.6       3394.1       29435.8
   50     1        698.1       4121.1       47823.3
   49     1        645.7       4743.3       68929.8
   48     1        640.6       5294.1       92356.4
   47     1        633.9       5776.8      117727.6
   46     1        659.2       6233.7      144845.5
   45     1        884.0       6827.7      177959.5
   44     1        815.4       7372.5      209129.8
   43     1        707.5       7846.9      242078.0
   42     1        662.7       8284.8      276736.5
   41     1        685.2       8724.7      313116.3
   40     1        670.3       9140.3      351162.3
   39     1        691.6       9554.6      390862.3
   38     1        672.7       9946.9      432154.4
   37     1        686.2      10340.5      475029.9
   36     1        850.5      10831.1      525716.9
   35     1        778.4      11278.3      572207.3
   34     1        647.9      11644.3      620255.2
   33     1        634.7      11986.5      669798.8
   32     1        650.4      12316.3      720789.6
   31     1        650.2      12626.6      773151.2
   30     1        671.0      12932.6      826835.1
   29     1        706.8      13248.8      881826.6
   28     1        705.8      13565.7      938097.4
   27     1        681.0      13873.3      995607.8
   26     1        669.9      14175.3     1054334.0
   25     1        646.0      14461.2     1114234.4
   24     1        646.2      14736.1     1175276.1
   23     1        706.1      15021.9     1245799.5
   22     1        870.7      15353.1     1309275.9
   21     1        673.3      15602.6     1373782.0
   20     1        687.6      15849.8     1439286.4
   19     1        666.4      16084.6     1505743.6
   18     1        664.0      16314.5     1573124.5
   17     1        664.4      16539.2     1641403.3
   16     1        656.0      16753.0     1710544.9
   15     1        649.2      16951.3     1780505.9
   14     1        668.7      17139.7     1851244.6
   13     1        686.8      17319.2     1922716.5
   12     1        717.5      17498.6     1994884.3
   11     1        754.8      17687.7     2067723.8
   10     1        929.4      17936.4     2170815.5
    9     1       2136.1      18626.1     2270449.3
    8     1        932.1      18990.1     2371477.8
    7     1        626.7      19251.3     2473879.0
    6     1        235.6      19351.8     2576628.5
    5     1          0.6      17347.5     2403535.0
    4     1          0.0      17347.5     2510817.0
    3     1          0.0      17347.5     2571176.3
    2     1          0.0      17347.5     2628605.3
    1     1          0.0      17347.5     2686258.3

    EY
   54     1         83.6         97.2         388.8
   53     1       1027.5       1271.4        6036.8
   52     1       1201.2       2535.5       17272.2
   51     1       1256.9       3910.0       34577.8
   50     1        715.1       4666.3       55311.3
   49     1        638.4       5260.1       78629.0
   48     1        641.4       5737.3      103879.9
   47     1        666.8       6125.4      130528.4
   46     1        729.5       6487.5      158286.3
   45     1       1011.8       6991.4      191163.3
   44     1        937.7       7499.9      221528.2
   43     1        796.6       7968.1      253341.5
   42     1        720.4       8405.3      286692.9
   41     1        713.1       8834.2      321644.1
   40     1        674.4       9218.7      358173.5
   39     1        690.9       9579.0      396230.9
   38     1        688.0       9901.8      435715.5
   37     1        734.3      10216.9      476543.9
   36     1        957.3      10620.4      524455.8
   35     1        914.1      11012.8      568137.0
   34     1        774.1      11357.1      613117.9
   33     1        743.1      11694.5      659395.7
   32     1        725.3      12025.7      706972.4
   31     1        684.6      12331.7      755824.5
   30     1        677.7      12617.8      805919.5
   29     1        708.1      12893.6      857222.7
   28     1        725.9      13154.3      909681.4
   27     1        736.5      13400.1      963231.4
   26     1        767.0      13644.3     1017819.2
   25     1        772.5      13887.5     1073397.4
   24     1        784.8      14138.9     1129938.1
   23     1        841.2      14421.2     1195171.9
   22     1        981.0      14772.4     1253798.5
   21     1        713.4      15040.5     1313405.0
   20     1        692.9      15297.3     1373988.1
   19     1        657.5      15526.8     1435524.0
   18     1        668.0      15736.4     1497979.1
   17     1        706.3      15931.0     1561311.0
   16     1        746.7      16115.2     1625470.8
   15     1        782.7      16295.8     1690408.6
   14     1        830.1      16487.0     1756086.5
   13     1        851.2      16694.5     1822481.4
   12     1        867.7      16926.6     1889589.6
   11     1        879.6      17189.7     1957428.1
   10     1       1041.8      17545.5     2053706.8
    9     1       2175.0      18460.5     2147170.8
    8     1        913.9      18917.3     2242530.3
    7     1        596.0      19233.8     2339789.8
    6     1        216.3      19351.8     2437928.8
    5     1          1.3      16638.0     2182305.5
    4     1          0.0      16638.0     2281475.8
    3     1          0.0      16638.0     2337447.0
    2     1          0.0      16638.0     2390806.0
    1     1          0.0      16638.0     2444468.0


     **********************************************************
                           0.2V0µ÷ÕûÏµÊý
     **********************************************************

         ²ãºÅ£º6    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        3278.888        3222.278

     ----------------------------------------------------------------
         ²ãºÅ£º7    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        2941.017        2065.315

     ----------------------------------------------------------------
         ²ãºÅ£º8    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
              1.000             1.000        3013.620        2279.018

     ----------------------------------------------------------------
         ²ãºÅ£º9    ËþºÅ£º1
         0.20Vox =3870.35     1.50Vxmax =6425.48
         0.20Voy =3870.35     1.50Vymax =5297.80

         Coef_x(Col)       Coef_y(Col)        Vx(Col)         Vy(Col)
